student_id,name,age,gender,attendance,internal_marks,assignment_marks,quiz_marks,study_hours_per_day,previous_semester_marks,participation,internet_access,parent_education,final_exam_marks
STU2018,Student_1019,18,Female,70.1,30.2,43.7,49.2,5.6,80.6,Low,Yes,High School,69.7
STU2019,Student_1020,21,Male,75.2,37.6,29.5,30.6,2.3,76.5,Low,Yes,Graduate,55.8
STU2020,Student_1021,17,Male,66.7,60.9,53.4,52.6,4.9,90.9,Medium,Yes,Doctorate,73.1
STU2021,Student_1022,20,Male,91.4,36.4,28.4,20.2,3.0,58.0,Low,Yes,High School,45.7
STU2022,Student_1023,22,Female,74.5,30.8,30.5,31.2,3.0,45.7,Medium,Yes,Graduate,46.8
STU2023,Student_1024,18,Female,95.4,20.9,12.1,37.1,3.9,57.4,High,No,High School,49.7
STU2024,Student_1025,17,Female,96.3,27.2,0.0,31.4,1.9,68.1,Medium,Yes,High School,60.8
STU2025,Student_1026,19,Female,77.0,39.9,34.4,31.7,3.4,65.9,High,Yes,Post Graduate,63.1
STU2026,Student_1027,18,Female,65.9,34.7,12.9,44.6,2.6,59.1,Medium,Yes,Post Graduate,38.9
STU2027,Student_1028,17,Male,53.0,27.9,13.6,20.2,1.2,36.4,Low,Yes,High School,26.2
STU2028,Student_1029,21,Male,60.3,38.8,31.5,27.7,3.7,72.1,Medium,Yes,Graduate,43.5
STU2029,Student_1030,19,Male,61.5,49.5,56.0,41.8,2.8,94.6,Medium,Yes,High School,63.0
STU2030,Student_1031,21,Male,94.5,37.9,36.7,40.4,3.0,72.0,Medium,Yes,Graduate,47.7
STU2031,Student_1032,22,Female,79.4,25.9,31.1,22.5,1.4,74.1,Low,Yes,Graduate,41.3
STU2032,Student_1033,17,Male,82.7,28.2,48.1,54.3,5.6,73.6,Low,Yes,High School,51.7
STU2033,Student_1034,21,Female,,,,42.7,,71.0,High,Yes,High School,63.6
STU2034,Student_1035,22,Male,63.6,46.8,34.6,21.0,4.6,79.0,Low,No,Graduate,55.0
STU2035,Student_1036,17,Female,88.6,31.5,42.3,34.8,2.7,70.9,High,Yes,Post Graduate,63.7
STU2036,Student_1037,17,Female,81.4,13.0,11.5,16.8,0.6,60.3,High,Yes,Doctorate,43.6
STU2037,Student_1038,21,Male,76.2,44.6,37.1,45.2,6.1,53.1,High,Yes,High School,54.0
STU2038,Student_1039,17,Male,84.8,31.7,13.7,39.3,3.1,61.3,Medium,No,Post Graduate,54.4
STU2039,Student_1040,18,Male,97.6,38.6,31.7,31.1,2.1,69.7,Medium,No,Graduate,65.1
STU2040,Student_1041,17,Male,75.3,50.4,32.5,48.3,3.8,60.3,High,Yes,Graduate,64.9
STU2041,Student_1042,20,Female,78.8,25.7,53.7,39.3,5.0,69.7,Low,No,Post Graduate,55.8
STU2042,Student_1043,22,Male,80.3,32.6,17.4,39.9,3.2,71.6,Medium,Yes,Post Graduate,47.9
STU2043,Student_1044,17,Male,100.0,44.6,33.9,50.9,5.1,77.5,Medium,Yes,Doctorate,65.8
STU2044,Student_1045,20,Female,52.8,59.7,49.7,43.6,4.8,84.2,Medium,Yes,Graduate,71.6
STU2045,Student_1046,17,Male,86.2,18.2,30.5,33.3,1.6,66.2,Medium,Yes,Graduate,55.0
STU2046,Student_1047,17,Male,76.6,40.2,23.2,17.1,2.2,45.4,Medium,Yes,Post Graduate,48.1
STU2047,Student_1048,21,Male,84.8,38.8,22.9,32.5,4.6,59.8,Medium,No,High School,56.5
STU2048,Student_1049,18,Male,70.1,25.5,17.1,7.9,0.0,65.7,High,Yes,Graduate,46.5
STU2049,Student_1050,22,Male,77.4,22.4,33.1,25.4,3.0,37.5,Low,Yes,Graduate,43.4
STU2050,Student_1051,18,Female,86.5,34.1,32.3,33.1,1.1,85.8,High,Yes,Graduate,55.0
STU2051,Student_1052,19,Male,100.0,42.7,33.5,40.7,2.5,67.1,Medium,Yes,High School,57.5
STU2052,Student_1053,21,Male,87.7,28.1,30.6,39.5,2.8,70.7,High,Yes,High School,51.1
STU2053,Student_1054,21,Male,67.8,45.1,24.8,33.9,2.7,85.5,Medium,Yes,Post Graduate,60.5
STU2054,Student_1055,18,Male,72.9,26.3,34.8,15.6,2.4,55.5,High,Yes,High School,48.8
STU2055,Student_1056,21,Male,72.6,28.1,34.8,32.4,1.6,73.6,Low,No,Graduate,56.6
STU2056,Student_1057,18,Female,56.5,65.8,61.7,55.4,6.6,63.4,High,Yes,High School,65.6
STU2057,Student_1058,21,Male,74.0,46.2,26.6,49.5,6.0,62.2,Low,Yes,High School,60.5
STU2058,Student_1059,17,Female,86.8,30.8,30.7,31.8,1.5,53.4,High,Yes,High School,57.5
STU2059,Student_1060,18,Female,62.7,61.9,32.4,47.5,5.6,90.0,High,Yes,High School,76.9
STU2060,Student_1061,18,Male,90.6,20.2,28.9,24.0,2.6,59.4,Low,Yes,Post Graduate,52.1
STU2061,Student_1062,20,Male,83.9,54.4,44.7,29.6,3.4,75.5,Low,Yes,High School,61.6
STU2062,Student_1063,21,Male,69.2,4.0,0.0,23.0,3.1,36.9,High,No,Doctorate,45.4
STU2063,Student_1064,21,Male,76.3,33.5,32.4,32.9,2.2,82.7,Low,Yes,Graduate,46.7
STU2064,Student_1065,18,Female,97.2,42.7,34.4,44.9,4.7,80.8,High,No,Graduate,59.4
STU2065,Student_1066,17,Male,86.8,41.5,24.8,32.4,3.4,66.5,Low,No,Graduate,50.9
STU2066,Student_1067,17,Male,78.1,33.9,31.7,27.3,2.5,61.6,Low,Yes,Graduate,34.9
STU2067,Student_1068,22,Male,75.1,30.7,39.1,19.1,1.2,71.0,High,No,Post Graduate,59.9
STU2068,Student_1069,17,Male,78.9,45.3,38.2,45.9,1.9,99.3,Medium,Yes,High School,70.5
STU2069,Student_1070,21,Male,71.9,9.7,17.3,15.1,0.7,38.6,High,No,Graduate,30.4
STU2070,Student_1071,20,Male,52.7,28.3,36.0,34.2,3.2,76.7,Medium,Yes,Post Graduate,53.8
STU2071,Student_1072,18,Female,100.0,30.5,21.5,14.3,1.4,51.3,Medium,No,Doctorate,44.7
STU2072,Student_1073,19,Female,79.9,39.8,18.8,18.6,2.8,64.7,Medium,No,Post Graduate,50.6
STU2073,Student_1074,20,Male,82.8,53.1,45.8,51.4,5.3,61.3,Medium,No,Graduate,65.2
STU2074,Student_1075,19,Male,77.3,32.1,36.0,42.6,5.0,58.6,Medium,Yes,Post Graduate,62.9
STU2075,Student_1076,20,Male,69.2,41.1,34.6,17.6,3.2,64.8,Medium,Yes,Graduate,51.5
STU2076,Student_1077,17,Female,75.8,26.2,16.5,33.7,3.1,48.0,Medium,Yes,Graduate,51.2
STU2077,Student_1078,21,Male,58.8,59.7,38.5,56.4,6.0,80.4,Low,Yes,High School,68.8
STU2078,Student_1079,19,Female,100.0,35.4,21.6,28.5,4.0,38.1,High,Yes,Graduate,48.5
STU2079,Student_1080,20,Male,63.2,39.0,17.0,47.1,2.7,73.1,Low,Yes,High School,57.4
STU2080,Student_1081,21,Male,65.6,24.6,6.9,24.4,1.1,60.1,Medium,Yes,High School,30.3
STU2081,Student_1082,19,Male,72.7,38.0,20.1,16.7,3.8,47.4,Low,No,Post Graduate,43.3
STU2082,Student_1083,18,Male,93.5,45.6,40.0,41.3,4.4,68.0,Medium,Yes,High School,67.3
STU2083,Student_1084,20,Female,,,,23.9,,41.6,Medium,No,High School,30.8
STU2084,Student_1085,18,Female,63.2,26.4,21.8,28.7,3.6,65.6,Low,Yes,High School,46.6
STU2085,Student_1086,17,Male,93.1,23.3,13.9,29.1,2.7,43.7,Low,No,Doctorate,45.0
STU2086,Student_1087,18,Male,86.8,49.6,27.9,18.2,2.9,71.9,Low,No,Graduate,46.1
STU2087,Student_1088,18,Female,84.5,29.6,14.3,24.2,0.0,51.1,Medium,Yes,Graduate,39.5
STU2088,Student_1089,22,Female,86.6,23.1,49.3,21.2,2.9,58.2,High,Yes,Post Graduate,55.3
STU2089,Student_1090,20,Female,100.0,32.5,46.6,30.8,4.7,69.4,Low,Yes,Post Graduate,57.5
STU2090,Student_1091,17,Female,100.0,38.5,34.7,24.2,2.3,53.4,Medium,Yes,High School,63.3
STU2091,Student_1092,18,Male,69.8,26.5,42.4,36.3,3.3,64.1,Medium,Yes,Graduate,49.1
STU2092,Student_1093,21,Female,97.5,27.3,10.1,22.6,2.1,42.3,Medium,Yes,Post Graduate,49.9
STU2093,Student_1094,19,Male,82.6,36.0,23.1,30.5,3.7,74.5,High,Yes,Graduate,57.2
STU2094,Student_1095,18,Female,84.0,58.2,28.2,34.5,2.9,91.5,Medium,Yes,High School,56.6
STU2095,Student_1096,17,Female,57.7,39.2,52.8,27.0,1.8,100.0,Medium,Yes,Post Graduate,63.8
STU2096,Student_1097,18,Female,76.0,51.3,30.8,38.7,5.2,66.4,Low,Yes,Graduate,63.2
STU2097,Student_1098,19,Female,68.2,46.0,25.9,51.1,4.6,76.8,Low,Yes,High School,63.5
STU2098,Student_1099,17,Female,87.9,24.2,14.8,20.7,2.3,38.3,Low,No,Graduate,44.5
STU2099,Student_1100,20,Male,90.9,30.9,38.0,49.6,3.9,87.5,Low,Yes,High School,77.8
STU2100,Student_1101,17,Male,53.1,25.0,39.5,52.1,4.0,76.6,Medium,No,High School,55.7
STU2101,Student_1102,20,Female,77.7,33.9,33.2,28.8,4.2,57.7,Medium,Yes,Post Graduate,51.7
STU2102,Student_1103,17,Female,91.5,37.5,22.7,26.2,0.7,83.6,Medium,Yes,High School,54.0
STU2103,Student_1104,19,Male,75.8,29.6,40.0,56.7,4.7,61.2,Low,Yes,Graduate,55.1
STU2104,Student_1105,19,Female,86.7,21.4,19.7,39.6,2.3,58.1,Low,Yes,Graduate,50.5
STU2105,Student_1106,17,Female,82.2,41.4,30.4,17.4,2.7,72.1,Medium,Yes,High School,44.3
STU2106,Student_1107,18,Male,82.1,45.7,42.0,47.0,7.2,49.0,High,Yes,Doctorate,84.6
STU2107,Student_1108,19,Female,74.7,42.1,30.9,38.9,3.7,80.3,Low,Yes,High School,61.0
STU2108,Student_1109,20,Female,63.4,33.7,18.0,32.6,2.6,49.2,High,Yes,High School,36.1
STU2109,Student_1110,20,Male,64.5,10.3,23.1,8.1,0.0,49.2,Medium,Yes,High School,26.2
STU2110,Student_1111,21,Male,86.5,33.6,22.7,29.1,5.3,51.4,Medium,Yes,High School,56.5
STU2111,Student_1112,22,Male,78.2,47.3,25.9,21.6,1.2,76.4,Medium,Yes,High School,58.0
STU2112,Student_1113,22,Female,76.3,27.9,29.3,18.4,1.7,55.7,Low,Yes,Post Graduate,36.1
STU2113,Student_1114,22,Male,72.9,27.0,43.0,31.6,2.7,44.8,Low,Yes,Doctorate,51.8
STU2114,Student_1115,20,Male,74.3,56.7,38.9,27.3,5.3,55.9,Medium,Yes,High School,46.6
STU2115,Student_1116,21,Male,90.6,27.8,38.3,31.3,4.4,64.5,Medium,No,Graduate,54.4
STU2116,Student_1117,22,Male,74.0,34.3,29.4,10.1,3.0,47.3,High,Yes,Post Graduate,56.7
STU2117,Student_1118,22,Male,61.9,43.5,15.2,38.2,3.7,47.7,Medium,Yes,Post Graduate,47.9
STU2118,Student_1119,17,Male,86.9,43.0,40.8,49.6,2.3,96.7,Low,No,Graduate,52.6
STU2119,Student_1120,17,Female,75.5,37.9,26.4,26.3,3.4,52.1,Medium,Yes,High School,48.7
STU2120,Student_1121,17,Female,78.4,26.1,32.5,28.6,3.3,60.2,Low,Yes,High School,42.2
STU2121,Student_1122,18,Male,97.3,32.4,33.7,40.7,4.7,59.5,Medium,Yes,Post Graduate,64.4
STU2122,Student_1123,22,Male,77.8,40.7,36.1,49.7,4.7,58.7,Medium,Yes,Post Graduate,56.6
STU2123,Student_1124,18,Male,81.5,47.8,32.6,41.6,3.9,74.3,High,Yes,High School,58.6
STU2124,Student_1125,21,Female,63.9,48.7,35.1,28.3,2.7,79.2,High,Yes,Graduate,48.7
STU2125,Student_1126,20,Female,75.4,49.6,19.6,20.8,4.3,60.4,Medium,Yes,Post Graduate,57.2
STU2126,Student_1127,22,Female,85.3,27.4,20.8,16.3,3.1,46.5,Medium,Yes,Post Graduate,45.4
STU2127,Student_1128,20,Female,59.3,48.0,47.3,32.3,1.6,84.1,High,No,Doctorate,55.6
STU2128,Student_1129,17,Female,80.4,30.5,31.9,23.6,2.6,63.6,Low,No,Post Graduate,48.7
STU2129,Student_1130,22,Female,79.2,53.5,39.9,42.3,3.3,91.0,Low,Yes,Graduate,70.5
STU2130,Student_1131,19,Female,78.5,28.0,41.4,22.8,4.6,31.3,Low,Yes,Graduate,42.8
STU2131,Student_1132,18,Female,90.4,39.4,17.4,22.4,2.9,67.9,Low,Yes,Graduate,51.3
STU2132,Student_1133,18,Female,82.0,45.1,25.2,23.1,1.4,93.8,Medium,Yes,High School,57.4
STU2133,Student_1134,22,Male,95.7,20.9,46.3,45.2,3.3,59.7,Medium,Yes,Graduate,48.8
STU2134,Student_1135,17,Male,66.1,25.8,30.5,40.1,3.4,61.6,Medium,Yes,Post Graduate,65.9
STU2135,Student_1136,18,Male,79.6,39.1,30.6,50.4,3.5,69.4,Low,No,High School,49.5
STU2136,Student_1137,17,Male,79.0,22.9,19.3,40.2,4.6,56.6,Medium,Yes,Post Graduate,57.7
STU2137,Student_1138,21,Female,65.2,44.9,37.3,33.0,4.7,60.3,Medium,Yes,Graduate,62.1
STU2138,Student_1139,20,Female,89.5,37.8,32.2,39.1,2.3,59.9,Medium,Yes,Doctorate,55.9
STU2139,Student_1140,19,Male,100.0,31.8,14.3,25.6,2.3,55.6,Medium,Yes,High School,49.5
STU2140,Student_1141,20,Female,77.8,29.2,31.8,33.4,1.6,83.4,Medium,No,High School,51.9
STU2141,Student_1142,20,Male,84.1,52.4,32.3,38.0,4.2,71.9,Low,Yes,Graduate,51.3
STU2142,Student_1143,21,Female,79.0,60.0,40.1,15.7,5.4,68.8,Low,Yes,High School,56.3
STU2143,Student_1144,18,Male,69.4,40.1,22.5,48.4,2.7,77.1,High,Yes,Post Graduate,58.6
STU2144,Student_1145,19,Female,56.2,36.9,40.9,33.9,2.8,61.0,High,Yes,Post Graduate,54.3
STU2145,Student_1146,18,Female,69.5,39.2,41.3,40.6,5.4,53.4,Medium,Yes,High School,48.4
STU2146,Student_1147,22,Male,61.3,38.6,26.0,32.2,4.0,56.0,Low,Yes,Graduate,55.3
STU2147,Student_1148,20,Female,98.4,36.7,30.3,36.6,3.9,65.0,Medium,Yes,Graduate,67.9
STU2148,Student_1149,22,Male,76.6,23.6,19.3,15.0,1.4,49.1,Medium,Yes,Graduate,45.5
STU2149,Student_1150,17,Male,73.8,42.8,22.8,39.6,4.2,57.5,High,Yes,Doctorate,68.7
STU2150,Student_1151,20,Male,88.7,47.1,20.1,12.6,1.8,57.3,Low,Yes,Post Graduate,45.1
STU2151,Student_1152,18,Male,64.5,32.1,35.0,36.7,1.5,96.9,Low,Yes,Graduate,51.0
STU2152,Student_1153,20,Female,68.8,16.6,31.1,22.9,2.7,23.4,Medium,Yes,Post Graduate,33.9
STU2153,Student_1154,17,Female,78.8,22.4,37.0,26.1,2.3,62.3,Medium,Yes,Graduate,52.9
STU2154,Student_1155,21,Female,90.3,57.8,48.4,42.2,2.9,90.9,Low,No,Doctorate,69.1
STU2155,Student_1156,22,Male,84.0,25.0,29.6,15.1,1.0,66.8,Low,No,Graduate,40.3
STU2156,Student_1157,22,Female,81.0,32.8,27.0,32.6,4.6,76.3,Medium,No,Post Graduate,66.6
STU2157,Student_1158,18,Male,78.9,46.4,35.1,41.7,4.9,66.5,High,Yes,Post Graduate,69.5
STU2158,Student_1159,20,Female,82.8,36.9,29.7,23.8,0.3,55.0,High,Yes,High School,41.0
STU2159,Student_1160,18,Female,80.4,32.0,10.2,11.3,4.7,31.4,Medium,Yes,Post Graduate,39.8
STU2160,Student_1161,21,Female,65.6,34.9,35.2,33.1,2.0,68.1,Medium,Yes,High School,53.9
STU2161,Student_1162,20,Male,78.6,38.1,53.2,29.1,4.5,53.4,Low,No,High School,56.4
STU2162,Student_1163,20,Female,65.1,41.8,36.9,26.6,3.1,53.0,Medium,Yes,High School,52.2
STU2163,Student_1164,18,Female,79.0,25.6,42.3,18.0,3.2,57.5,Medium,Yes,Doctorate,64.2
STU2164,Student_1165,18,Male,72.2,44.3,41.4,31.3,2.9,91.2,Medium,Yes,Post Graduate,74.4
STU2165,Student_1166,17,Female,100.0,51.4,57.2,58.7,5.0,100.0,Medium,Yes,Post Graduate,84.3
STU2166,Student_1167,21,Male,77.5,21.9,20.0,26.0,1.3,68.3,Low,Yes,Post Graduate,39.7
STU2167,Student_1168,17,Female,61.1,32.9,38.5,30.4,4.1,58.0,Low,Yes,Graduate,41.9
STU2168,Student_1169,22,Male,76.4,42.5,35.3,32.7,4.9,47.3,Medium,Yes,Doctorate,55.6
STU2169,Student_1170,20,Male,84.2,46.2,38.8,43.2,4.3,72.0,Low,Yes,Graduate,65.1
STU2170,Student_1171,18,Female,98.1,61.9,62.0,58.3,6.7,91.7,Low,Yes,Graduate,91.5
STU2171,Student_1172,20,Male,70.9,32.9,22.1,27.3,2.4,61.3,High,Yes,High School,51.7
STU2172,Student_1173,20,Male,59.0,29.7,19.9,37.0,4.6,29.3,Medium,No,Post Graduate,50.9
STU2173,Student_1174,19,Male,87.8,32.6,34.7,43.3,3.0,75.1,Medium,No,Post Graduate,57.3
STU2174,Student_1175,22,Male,61.4,44.7,30.4,48.1,5.1,79.8,High,Yes,Graduate,70.7
STU2175,Student_1176,19,Male,72.8,27.6,24.7,25.7,3.2,41.2,High,Yes,High School,50.0
STU2176,Student_1177,20,Male,74.9,37.1,13.0,36.6,2.6,67.6,Medium,Yes,Post Graduate,41.6
STU2177,Student_1178,18,Female,77.2,46.9,48.6,45.2,5.2,71.8,High,Yes,High School,65.0
STU2178,Student_1179,20,Male,86.3,32.0,29.1,38.7,2.5,63.9,Medium,Yes,Post Graduate,60.9
STU2179,Student_1180,22,Male,69.8,21.5,16.1,28.4,1.1,53.1,Medium,No,Doctorate,43.1
STU2180,Student_1181,19,Female,74.7,64.5,25.7,24.5,2.4,80.2,Medium,Yes,Graduate,52.6
STU2181,Student_1182,18,Female,77.8,43.1,28.5,24.3,4.1,58.9,Medium,No,High School,35.7
STU2182,Student_1183,20,Female,79.8,36.3,35.1,27.7,5.3,42.7,Medium,Yes,Post Graduate,52.7
STU2183,Student_1184,21,Female,79.2,22.1,26.0,32.7,3.4,34.3,Medium,Yes,Post Graduate,45.1
STU2184,Student_1185,22,Female,83.2,45.6,35.3,31.8,5.2,83.9,Low,Yes,Graduate,57.6
STU2185,Student_1186,22,Female,88.1,32.2,20.5,30.6,1.2,74.2,Medium,No,Doctorate,52.7
STU2186,Student_1187,21,Female,82.7,36.4,36.0,33.2,2.5,66.3,Low,Yes,High School,52.5
STU2187,Student_1188,20,Male,83.4,16.7,20.2,39.2,2.8,58.4,Medium,Yes,Graduate,51.8
STU2188,Student_1189,22,Male,59.0,19.3,28.1,30.8,3.0,57.1,Medium,Yes,Post Graduate,33.7
STU2189,Student_1190,18,Female,78.6,24.4,26.6,15.8,3.3,48.9,Medium,Yes,Post Graduate,39.0
STU2190,Student_1191,20,Male,83.8,37.7,34.1,25.7,4.2,58.5,High,Yes,High School,54.1
STU2191,Student_1192,20,Male,86.7,18.9,26.5,9.3,2.5,33.2,High,Yes,Post Graduate,46.6
STU2192,Student_1193,19,Male,69.7,43.6,14.8,25.0,3.4,54.0,Medium,Yes,Graduate,51.9
STU2193,Student_1194,22,Female,70.1,21.6,9.7,28.8,3.1,60.3,Medium,Yes,Graduate,48.2
STU2194,Student_1195,22,Female,71.1,29.0,24.8,18.9,1.8,74.1,Medium,Yes,High School,44.3
STU2195,Student_1196,21,Male,84.4,46.9,48.1,44.6,3.0,64.4,Low,Yes,Post Graduate,57.9
STU2196,Student_1197,19,Female,90.4,40.8,54.6,23.1,3.0,76.9,Low,Yes,High School,51.7
STU2197,Student_1198,19,Male,73.1,50.2,55.6,49.7,3.0,85.2,Low,Yes,High School,67.1
STU2198,Student_1199,22,Male,88.9,58.4,34.4,47.7,3.2,80.9,Medium,Yes,High School,59.0
STU2199,Student_1200,20,Male,79.5,33.2,15.7,42.9,3.3,72.1,Medium,Yes,Post Graduate,62.1
